"Name","ERX1787321_ERR1717087_TPM","pir","subfam"
"NODE_1_length_57293_cov_127.756",17.5258,FALSE,"noCluster"
"NODE_2_length_54827_cov_56.415",11.421331,FALSE,"noCluster"
"NODE_3_length_52954_cov_110.141",28.681289,FALSE,"noCluster"
"NODE_4_length_51143_cov_105.563",23.689868,FALSE,"noCluster"
"NODE_5_length_47963_cov_217.554",101.399317,FALSE,"noCluster"
"NODE_6_length_46239_cov_98.1192",40.996834,FALSE,"noCluster"
"NODE_7_length_45051_cov_65.1438",10.373472,FALSE,"noCluster"
"NODE_8_length_43313_cov_61.6536",11.487062,FALSE,"noCluster"
"NODE_9_length_40960_cov_261.122",34.331354,FALSE,"noCluster"
"NODE_10_length_40392_cov_61.1816",34.86647,FALSE,"noCluster"
"NODE_11_length_40344_cov_44.884",13.601475,FALSE,"noCluster"
"NODE_12_length_39170_cov_114.909",64.777,FALSE,"noCluster"
"NODE_13_length_39125_cov_65.3437",15.215937,FALSE,"noCluster"
"NODE_14_length_38319_cov_80.3821",20.800584,FALSE,"noCluster"
"NODE_15_length_37315_cov_68.9633",13.982318,FALSE,"noCluster"
"NODE_16_length_36097_cov_55.2872",11.460024,FALSE,"noCluster"
"NODE_17_length_35633_cov_182.954",97.308239,FALSE,"noCluster"
"NODE_18_length_35593_cov_104.817",12.436659,FALSE,"noCluster"
"NODE_19_length_35478_cov_83.1451",10.871515,FALSE,"noCluster"
"NODE_20_length_35271_cov_109.895",4.513696,FALSE,"noCluster"
"NODE_21_length_35155_cov_173.565",81.589989,FALSE,"noCluster"
"NODE_22_length_35155_cov_93.705",46.553017,FALSE,"noCluster"
"NODE_23_length_34833_cov_152.893",5.228438,FALSE,"noCluster"
"NODE_24_length_33992_cov_29.2171",10.438237,FALSE,"noCluster"
"NODE_25_length_31553_cov_68.0633",25.646706,FALSE,"noCluster"
"NODE_26_length_31194_cov_25.8384",3.153111,FALSE,"noCluster"
"NODE_27_length_30613_cov_93.8938",48.056388,FALSE,"noCluster"
"NODE_28_length_30507_cov_152.54",88.669052,FALSE,"noCluster"
"NODE_29_length_30373_cov_11.5673",2.263148,FALSE,"noCluster"
"NODE_30_length_30352_cov_83.4933",26.106426,FALSE,"noCluster"
"NODE_31_length_30102_cov_178.907",10.451195,FALSE,"noCluster"
"NODE_32_length_30084_cov_148.131",34.157466,FALSE,"noCluster"
"NODE_33_length_30051_cov_25.5291",12.976935,FALSE,"noCluster"
"NODE_34_length_29571_cov_144.697",95.437587,FALSE,"noCluster"
"NODE_35_length_29555_cov_155.007",38.397683,FALSE,"noCluster"
"NODE_36_length_29467_cov_151.203",6.196904,FALSE,"noCluster"
"NODE_37_length_29437_cov_89.667",41.518253,FALSE,"noCluster"
"NODE_38_length_29410_cov_81.8967",32.617299,FALSE,"noCluster"
"NODE_39_length_29433_cov_105.499",4.696568,FALSE,"noCluster"
"NODE_40_length_29063_cov_50.5159",7.545033,FALSE,"noCluster"
"NODE_41_length_28520_cov_43.7806",6.140758,FALSE,"noCluster"
"NODE_42_length_28392_cov_117.296",77.923059,FALSE,"noCluster"
"NODE_43_length_28209_cov_202.013",97.73323,FALSE,"noCluster"
"NODE_44_length_28016_cov_183.484",65.128241,FALSE,"noCluster"
"NODE_45_length_27573_cov_75.1683",30.039823,FALSE,"noCluster"
"NODE_46_length_27425_cov_198.978",100.521791,FALSE,"noCluster"
"NODE_47_length_27348_cov_115.951",8.590428,FALSE,"noCluster"
"NODE_48_length_27343_cov_83.689",46.286492,FALSE,"noCluster"
"NODE_49_length_27267_cov_79.347",52.133701,FALSE,"noCluster"
"NODE_50_length_26864_cov_36.2742",21.394508,FALSE,"noCluster"
"NODE_51_length_26803_cov_128.909",25.615988,FALSE,"noCluster"
"NODE_52_length_26748_cov_196.859",34.999288,FALSE,"noCluster"
"NODE_53_length_26610_cov_72.423",21.736549,FALSE,"noCluster"
"NODE_54_length_26381_cov_64.8918",14.093408,FALSE,"noCluster"
"NODE_55_length_26224_cov_123.266",63.963663,FALSE,"noCluster"
"NODE_56_length_26208_cov_74.4503",40.317921,FALSE,"noCluster"
"NODE_57_length_25995_cov_121.007",48.587981,FALSE,"noCluster"
"NODE_58_length_25678_cov_80.9168",10.191646,FALSE,"noCluster"
"NODE_59_length_25433_cov_468.12",309.117417,FALSE,"noCluster"
"NODE_60_length_25428_cov_166.795",78.96324,FALSE,"noCluster"
"NODE_61_length_25319_cov_92.7587",36.631116,FALSE,"noCluster"
"NODE_62_length_25283_cov_85.841",50.115644,FALSE,"noCluster"
"NODE_63_length_25155_cov_29.9314",3.404182,FALSE,"noCluster"
"NODE_64_length_25035_cov_81.8741",13.483114,FALSE,"noCluster"
"NODE_65_length_24637_cov_77.7199",39.639485,FALSE,"noCluster"
"NODE_66_length_24504_cov_82.7092",27.770874,FALSE,"noCluster"
"NODE_67_length_24481_cov_36.0211",8.664673,FALSE,"noCluster"
"NODE_68_length_24384_cov_69.7846",42.929065,FALSE,"noCluster"
"NODE_69_length_24375_cov_191.487",114.097554,FALSE,"noCluster"
"NODE_70_length_24305_cov_38.8477",2.652883,FALSE,"noCluster"
"NODE_71_length_24240_cov_50.4751",29.851167,FALSE,"noCluster"
"NODE_72_length_24238_cov_46.9325",24.110801,FALSE,"noCluster"
"NODE_73_length_24237_cov_109.541",55.048071,FALSE,"noCluster"
"NODE_74_length_24155_cov_137.137",62.531672,FALSE,"noCluster"
"NODE_75_length_23960_cov_32.8917",8.476448,FALSE,"noCluster"
"NODE_76_length_23949_cov_150.104",93.837473,FALSE,"noCluster"
"NODE_77_length_23877_cov_38.6178",7.428486,FALSE,"noCluster"
"NODE_78_length_23770_cov_178.114",91.470161,FALSE,"noCluster"
"NODE_79_length_23733_cov_91.3637",16.671394,FALSE,"noCluster"
"NODE_80_length_23639_cov_189.606",119.001357,FALSE,"noCluster"
"NODE_81_length_23429_cov_95.1932",16.256204,FALSE,"noCluster"
"NODE_82_length_23353_cov_208.985",68.151259,FALSE,"noCluster"
"NODE_83_length_23306_cov_44.6041",9.175588,FALSE,"noCluster"
"NODE_84_length_23298_cov_50.9099",16.849817,FALSE,"noCluster"
"NODE_85_length_23202_cov_50.1879",15.343392,FALSE,"noCluster"
"NODE_86_length_22867_cov_107.353",58.432328,FALSE,"noCluster"
"NODE_87_length_22686_cov_90.9663",31.371482,FALSE,"noCluster"
"NODE_88_length_22664_cov_68.8977",31.596181,FALSE,"noCluster"
"NODE_89_length_22474_cov_104.177",47.325527,FALSE,"noCluster"
"NODE_90_length_22438_cov_136.21",54.981316,FALSE,"noCluster"
"NODE_91_length_22427_cov_251.95",130.683167,FALSE,"noCluster"
"NODE_92_length_22382_cov_127.956",32.486234,FALSE,"noCluster"
"NODE_93_length_22364_cov_86.6188",8.023026,FALSE,"noCluster"
"NODE_94_length_22287_cov_59.4911",36.539674,FALSE,"noCluster"
"NODE_95_length_22223_cov_187.88",122.900265,FALSE,"noCluster"
"NODE_96_length_22073_cov_88.3818",30.311963,FALSE,"noCluster"
"NODE_97_length_22050_cov_74.2852",48.305527,FALSE,"noCluster"
"NODE_98_length_21968_cov_150.204",40.747776,FALSE,"noCluster"
"NODE_99_length_21859_cov_69.7254",25.842166,FALSE,"noCluster"
"NODE_100_length_21795_cov_80.9765",45.868223,FALSE,"noCluster"
"NODE_101_length_21688_cov_74.1045",5.993351,FALSE,"noCluster"
"NODE_102_length_21573_cov_107.466",10.10963,FALSE,"noCluster"
"NODE_103_length_21559_cov_50.0729",9.920432,FALSE,"noCluster"
"NODE_104_length_21480_cov_136.54",66.255625,FALSE,"noCluster"
"NODE_105_length_21478_cov_82.9468",10.920249,FALSE,"noCluster"
"NODE_106_length_21360_cov_74.6895",9.134655,FALSE,"noCluster"
"NODE_107_length_21228_cov_130.034",71.791535,FALSE,"noCluster"
